DEPARTEMENT,COMMUNE,LIEU DE VOTE,BUREAU,ELECTEURS,IMPLANTATION
PODOR,DODEL,ADJI BALI,1,463.0,CLASSE CE1
PODOR,DODEL,BELI THIOVI,1,384.0,CLASSE CE 1
PODOR,DODEL,DARA ALAYBE,1,569.0,CLASSE CE1
PODOR,DODEL,DARA ALAYBE,2,561.0,CLASSE CE2
PODOR,DODEL,DARA ALAYBE,3,553.0,CM2 A
PODOR,DODEL,DARA ALAYBE,4,386.0,CLASSE CP
PODOR,DODEL,DIERI DIOUGA,1,456.0,CLASSE CE1
PODOR,DODEL,DIERI DIOUGA,2,335.0,CP
PODOR,DODEL,DIOBE,1,242.0,CLASSE CE1
PODOR,DODEL,DIOMANDOU,1,567.0,CLASSE CE1
PODOR,DODEL,DIOMANDOU,2,565.0,CLASSE CE2
PODOR,DODEL,DIOMANDOU,3,124.0,ECOLE CM1
PODOR,DODEL,DIOUWANABE,1,502.0,ECOLE DIAMIMBAILA CI
PODOR,DODEL,DODEL,1,589.0,CLASSE CE1
PODOR,DODEL,DODEL,2,588.0,CLASSE CE2
PODOR,DODEL,DODEL,3,588.0,COLLEGE 6 EME  A
PODOR,DODEL,DODEL,4,584.0,CEM CLASSE 3 EME A
PODOR,DODEL,DODEL,5,589.0,CLASSE 5EME  COLLEGE
PODOR,DODEL,DODEL,6,586.0,CLASSE 4EME COLLEGE
PODOR,DODEL,DOUBANGUE,1,517.0,CLASSE CE1
PODOR,DODEL,ECOLE DIAMAL,1,578.0,CLASSE CE1
PODOR,DODEL,ECOLE DIAMAL,2,578.0,CLASSE CE2
PODOR,DODEL,ECOLE DIAMAL,3,47.0,ECOLE CP1
PODOR,DODEL,ECOLE POURI,1,111.0,SALLE DE CLASSE
PODOR,DODEL,ECOLE SINTHIOU DANGDE,1,533.0,CLASSE CP
PODOR,DODEL,ECOLE SINTHIOU DANGDE,2,536.0,CLASSE CE1
PODOR,DODEL,FAMBAL,1,357.0,ABRI PROVISOIRE
PODOR,DODEL,GADATY,1,204.0,SALLE DE CLASSE
PODOR,DODEL,GADATY,2,203.0,SALLE DE CLASSE
PODOR,DODEL,GAOUDY GOTTY,1,392.0,CLASSE CE1
PODOR,DODEL,MARDA,1,563.0,CLASSE CP
PODOR,DODEL,MARDA,2,562.0,CLASSE CE1
PODOR,DODEL,NDORMBOSS,1,511.0,CLASSE CE2
PODOR,DODEL,OURO POUREL,1,87.0,ECOLE NDOGO CI A
PODOR,DODEL,PATHE GALLO,1,585.0,CLASSE CE2
PODOR,DODEL,PATHE GALLO,2,170.0,CLASSE CP
PODOR,DODEL,SASSEL TALBE,1,460.0,CLASSE CE2
PODOR,DODEL,THIALAGA,1,546.0,CLASSE CE1
PODOR,DODEL,THIALAGA,2,530.0,CLASSE CE2
PODOR,DODEL,THIALAGA,3,142.0,CLASSE CP
PODOR,DODEL,THIENEL SAKOBE,1,436.0,CLASSE CE2
PODOR,DODEL,TOULDE GALLE,1,516.0,CLASSE CP
PODOR,DODEL,TOULDE GALLE,2,517.0,CLASSE CE1
PODOR,DODEL,TOULDE GALLE,3,516.0,CLASSE CE2
PODOR,DODEL,TOULDE GALLE,4,515.0,CM1 A
